protocol_id,image_id,reviewed,review_method,text_region_count,screen_region_count,text_legibility_subgroup,screen_subgroup,view_type,participant_id,day_id,event_key,selection_stratum,source_manifest,text_boxes_json,screen_boxes_json,text_review_status,screen_review_status,manual_text_present,manual_contains_legible_text,manual_screen_present,manual_screen_contains_sensitive_content,reviewer_id,manual_notes
MM2_0177,day4/members/luca/15_0035.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,luca,day4,day4/15/0,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":987,""y1"":850,""x2"":2782,""y2"":1999,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.6941,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":1.5}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0178,day4/members/luca/15_0156.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,luca,day4,day4/15/1,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1033,""y1"":1097,""x2"":2691,""y2"":2115,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.3667,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":1.2266}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0179,day4/members/allie/15_0359.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,allie,day4,day4/15/3,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0180,day4/members/luca/15_0400.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,luca,day4,day4/15/4,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1640,""y1"":900,""x2"":1910,""y2"":1360,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visually located screen region; verify or refine in the reviewer.""}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0181,day4/members/cathal/17_0690.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,cathal,day4,day4/17/6,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0182,day4/members/cathal/17_0491.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,cathal,day4,day4/17/4,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0183,day4/members/cathal/18_0491.webp,yes,manual reviewer-app verification by the project reviewers,0,2,no_visible_text,potentially_sensitive_screen_content,egocentric,cathal,day4,day4/18/4,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1961,""y1"":457,""x2"":2516,""y2"":883,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.7502,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":-1.375},{""x1"":2520,""y1"":1764,""x2"":2919,""y2"":2124,""score"":"""",""annotator_id"":""reviewed"",""annotation_round"":1,""condition_label"":""multimodal_text_screen_review"",""notes"":""""}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0184,day4/members/klaus/18_0284.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,klaus,day4,day4/18/2,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0185,day4/members/klaus/18_0722.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,klaus,day4,day4/18/7,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0186,day4/members/florian/18_0190.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,florian,day4,day4/18/1,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0187,day4/members/klaus/08_0708.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,klaus,day4,day4/8/7,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":2041,""y1"":1573,""x2"":2367,""y2"":2112,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.3787,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":4.6719}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0188,day4/members/allie/08_0148.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,allie,day4,day4/8/1,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0189,day4/members/bao/08_0661.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,bao,day4,day4/8/6,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0190,day4/members/allie/08_0440.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,allie,day4,day4/8/4,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0191,day4/members/klaus/09_0177.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,klaus,day4,day4/9/1,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1662,""y1"":1724,""x2"":2001,""y2"":2154,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visually located screen region; verify or refine in the reviewer.""}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0192,day4/members/werner/09_0063.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,werner,day4,day4/9/0,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0193,day4/members/bao/09_0706.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,bao,day4,day4/9/7,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":986,""y1"":661,""x2"":1326,""y2"":879,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.79,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":1.3281}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0194,day4/members/bjorn/09_0278.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,bjorn,day4,day4/9/2,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0195,day2/members/werner/13_0638.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,werner,day2,day2/13/6,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1351,""y1"":888,""x2"":3301,""y2"":1932,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.7307,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":2.2812}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0196,day2/members/allie/16_0630.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,allie,day2,day2/16/6,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1080,""y1"":619,""x2"":2668,""y2"":1632,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.8759,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":3.4453}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0197,day2/members/bjorn/15_0164.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,bjorn,day2,day2/15/1,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1431,""y1"":1139,""x2"":3051,""y2"":2126,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.507,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":2.9141}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0198,day2/members/bjorn/15_0006.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,bjorn,day2,day2/15/0,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1381,""y1"":1407,""x2"":3066,""y2"":2103,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.6186,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":0.8203}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0199,day2/members/florian/15_0574.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,florian,day2,day2/15/5,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1143,""y1"":393,""x2"":2922,""y2"":1272,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.275,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":3.6016}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0200,day2/members/werner/13_0585.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,werner,day2,day2/13/5,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1368,""y1"":1065,""x2"":3299,""y2"":2026,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.7924,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":3.2031}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0201,day2/members/onanong/16_0261.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,onanong,day2,day2/16/2,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":2640,""y1"":1786,""x2"":2917,""y2"":2140,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.5388,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":5.2656}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0202,day1/members/klaus/10_0156.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,klaus,day1,day1/10/1,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1375,""y1"":1205,""x2"":2420,""y2"":1765,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.8503,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":-0.4453}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0203,day1/members/allie/11_0283.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,allie,day1,day1/11/2,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0204,day1/members/tien/12_0054.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,tien,day1,day1/12/0,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0205,day1/members/onanong/13_0368.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,onanong,day1,day1/13/3,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1989,""y1"":1810,""x2"":2622,""y2"":2151,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.7647,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":2.0625}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0206,day1/members/bjorn/14_0517.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,bjorn,day1,day1/14/5,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0207,day1/members/klaus/15_0702.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,klaus,day1,day1/15/7,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0208,day1/members/klaus/16_0701.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,klaus,day1,day1/16/7,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0209,day1/members/cathal/17_0621.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,cathal,day1,day1/17/6,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":3256,""y1"":1176,""x2"":3653,""y2"":1874,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.1584,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":0.6875}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0210,day1/members/cathal/18_0367.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,cathal,day1,day1/18/3,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0211,day1/members/werner/19_0162.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,werner,day1,day1/19/1,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0212,day1/members/bjorn/20_0408.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,bjorn,day1,day1/20/4,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":690,""y1"":900,""x2"":1512,""y2"":1221,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visually located screen region; verify or refine in the reviewer.""}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0213,day1/members/werner/08_0091.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,werner,day1,day1/8/0,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0214,day1/members/cathal/09_0716.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,cathal,day1,day1/9/7,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1956,""y1"":1064,""x2"":2384,""y2"":1402,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.4471,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":2.6797}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0215,day2/members/tien/10_0260.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,tien,day2,day2/10/2,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1687,""y1"":1541,""x2"":2625,""y2"":1951,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.4771,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":2.3672}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0216,day2/members/klaus/11_0708.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,klaus,day2,day2/11/7,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1800,""y1"":1740,""x2"":2220,""y2"":2160,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visually located screen region; verify or refine in the reviewer.""}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0217,day2/members/luca/12_0426.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,luca,day2,day2/12/4,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1304,""y1"":1177,""x2"":2439,""y2"":1754,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.9192,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":-4.5391}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0218,day2/members/tien/13_0711.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,tien,day2,day2/13/7,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0219,day2/members/onanong/14_0700.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,onanong,day2,day2/14/7,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0220,day2/members/allie/15_0719.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,allie,day2,day2/15/7,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":2300,""y1"":390,""x2"":2500,""y2"":650,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visually located screen region; verify or refine in the reviewer.""}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0221,day2/members/cathal/16_0705.webp,yes,manual reviewer-app verification by the project reviewers,1,0,legible_text,no_visible_screen,egocentric,cathal,day2,day2/16/7,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,"[{""x1"":2407,""y1"":1118,""x2"":2529,""y2"":1190,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""}]",[],reviewed,reviewed,yes,yes,no,no,,Reviewer-app verified.
MM2_0222,day2/members/onanong/17_0653.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,onanong,day2,day2/17/6,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":2380,""y1"":1290,""x2"":2780,""y2"":1880,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visually located screen region; verify or refine in the reviewer.""}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0223,day2/members/cathal/18_0581.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,cathal,day2,day2/18/5,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0224,day2/members/tien/19_0715.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,tien,day2,day2/19/7,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0225,day2/members/florian/20_0202.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,florian,day2,day2/20/2,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0226,day2/members/werner/08_0334.webp,yes,manual reviewer-app verification by the project reviewers,1,0,legible_text,no_visible_screen,egocentric,werner,day2,day2/8/3,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,"[{""x1"":346,""y1"":1530,""x2"":687,""y2"":1846,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""}]",[],reviewed,reviewed,yes,yes,no,no,,Reviewer-app verified.
MM2_0227,day2/members/luca/09_0121.webp,yes,manual reviewer-app verification by the project reviewers,1,0,legible_text,no_visible_screen,egocentric,luca,day2,day2/9/1,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,"[{""x1"":3242,""y1"":278,""x2"":3354,""y2"":368,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""}]",[],reviewed,reviewed,yes,yes,no,no,,Reviewer-app verified.
MM2_0228,day3/members/cathal/10_0712.webp,yes,manual reviewer-app verification by the project reviewers,3,0,legible_text,no_visible_screen,egocentric,cathal,day3,day3/10/7,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,"[{""x1"":1381,""y1"":671,""x2"":1497,""y2"":829,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""},{""x1"":2219,""y1"":719,""x2"":2577,""y2"":1165,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""},{""x1"":487,""y1"":1559,""x2"":553,""y2"":1597,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""}]",[],reviewed,reviewed,yes,yes,no,no,,Reviewer-app verified.
MM2_0229,day3/members/cathal/11_0455.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,cathal,day3,day3/11/4,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1888,""y1"":845,""x2"":2592,""y2"":1365,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.9356,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":-2.9453}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0230,day3/members/allie/12_0708.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,allie,day3,day3/12/7,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0231,day3/members/cathal/13_0330.webp,yes,manual reviewer-app verification by the project reviewers,1,0,legible_text,no_visible_screen,egocentric,cathal,day3,day3/13/3,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,"[{""x1"":2918,""y1"":801,""x2"":3104,""y2"":993,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""}]",[],reviewed,reviewed,yes,yes,no,no,,Reviewer-app verified.
MM2_0232,day3/members/florian/14_0653.webp,yes,manual reviewer-app verification by the project reviewers,2,0,legible_text,no_visible_screen,egocentric,florian,day3,day3/14/6,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,"[{""x1"":2910,""y1"":94,""x2"":3168,""y2"":264,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""},{""x1"":3192,""y1"":0,""x2"":3765,""y2"":1140,""score"":"""",""annotator_id"":""reviewed"",""annotation_round"":1,""condition_label"":""multimodal_text_screen_review"",""notes"":""""}]",[],reviewed,reviewed,yes,yes,no,no,,Reviewer-app verified.
MM2_0233,day3/members/allie/15_0345.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,allie,day3,day3/15/3,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0234,day3/members/florian/16_0712.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,florian,day3,day3/16/7,hard_negative,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
